ptnum,in1_ptnum,name,parent_idx,child_indices,depth,child_count,is_leaf,P_x,P_y,P_z,pos_root_x,pos_root_y,pos_root_z,vec_parent_x,vec_parent_y,vec_parent_z,bone_len,scale_x,scale_y,scale_z,orient_0,orient_1,orient_2,orient_3,rotate_x,rotate_y,rotate_z,translate_x,translate_y,translate_z,localtransform_0,localtransform_1,localtransform_2,localtransform_3,localtransform_4,localtransform_5,localtransform_6,localtransform_7,localtransform_8,localtransform_9,localtransform_10,localtransform_11,localtransform_12,localtransform_13,localtransform_14,localtransform_15,localtransform_clean_0,localtransform_clean_1,localtransform_clean_2,localtransform_clean_3,localtransform_clean_4,localtransform_clean_5,localtransform_clean_6,localtransform_clean_7,localtransform_clean_8,localtransform_clean_9,localtransform_clean_10,localtransform_clean_11,localtransform_clean_12,localtransform_clean_13,localtransform_clean_14,localtransform_clean_15,transform_0,transform_1,transform_2,transform_3,transform_4,transform_5,transform_6,transform_7,transform_8
0,68,C_root,-1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.008178073912858963,0.0,0.0,0.999966561794281,-0.9371486902236938,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999866247177124,-0.016355600208044052,0.0,0.0,0.016355600208044052,0.999866247177124,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.999866238227206,-0.01635560006164319,0.0,-0.0,0.01635560006164319,0.999866238227206,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999866247177124,-0.016355600208044052,0.0,0.016355600208044052,0.999866247177124
1,25,C_pelvis,0,2|26|49,1,3,0,0.0,0.9577602744102478,-0.01566404104232788,0.0,0.9577602744102478,-0.01566404104232788,0.0,0.9577602744102478,-0.01566404104232788,0.9578883574927555,0.9999999403953552,0.9999999403953552,0.9999999403953552,-0.5685811638832092,-0.42037540674209595,-0.5685811638832092,-0.42037540674209595,-90.0,-162.95408630371094,-90.0,0.0,0.9577602744102478,-0.01566404104232788,0.0,0.951147735118866,0.30873605608940125,0.0,0.0,-0.30873605608940125,0.951147735118866,0.0,0.9999999403953552,-4.702167362936465e-22,-1.3940652981837687e-21,0.0,0.0,0.9578883647918701,2.7982107440038817e-06,1.0,0.0,0.9511477511212677,0.30873606128367154,0.0,0.0,-0.3087360612836716,0.9511477511212677,0.0,1.0,0.0,-0.0,0.0,0.0,0.9578883647918701,2.7982107440038817e-06,1.0,0.0,0.956070065498352,0.29313817620277405,0.0,-0.29313817620277405,0.956070065498352,0.9999999403953552,-4.929546105902472e-22,-1.3861882001898876e-21
2,20,C_spine_01,1,3,2,1,0,1.9820632177115957e-17,1.0344098806381226,0.0069569130428135395,1.9820632177115957e-17,1.0344098806381226,0.0069569130428135395,1.9820632177115957e-17,0.07664960622787476,0.02262095408514142,0.07991789348206278,1.0,1.0,1.0,-0.5098606944084167,-0.4899408221244812,-0.5098606944084167,-0.4899408221244812,-270.0,-2.282799243927002,90.0,1.9820632177115957e-17,1.0344098806381226,0.0069569130428135395,0.9669876098632812,-0.2548235356807709,2.398385701551372e-16,0.0,0.2548235356807709,0.9669876098632812,6.320360005575596e-17,0.0,-2.4802577886506047e-16,5.940108479926797e-22,1.0000001192092896,0.0,0.07991345971822739,-0.0008417087374255061,1.9820633831477182e-17,1.0,0.9669875750681919,-0.2548235265114624,2.3983856152503234e-16,0.0,0.2548235265114624,0.9669875750681919,6.320359778150251e-17,0.0,-2.480266726918289e-16,-5.857130753887925e-22,1.0,0.0,0.07991345971822739,-0.0008417087374255061,1.9820633831477182e-17,1.0,2.398385436853576e-16,0.9992064237594604,0.039831824600696564,6.320359343831106e-17,-0.039831824600696564,0.9992064237594604,1.0,-2.37130685232104e-16,-7.270664136201427e-17
3,15,C_spine_02,2,4,3,1,0,4.0717929256975835e-17,1.1214715242385864,0.010427489876747131,4.0717929256975835e-17,1.1214715242385864,0.010427489876747131,2.0897297079859878e-17,0.08706164360046387,0.003470576833933592,0.0871307907112889,1.0,1.0,1.0,-0.4625151455402374,-0.5348641872406006,-0.4625151455402374,-0.5348641872406006,-270.0,8.297840118408203,90.0,4.0717929256975835e-17,1.1214715242385864,0.010427489876747131,0.9829974174499512,-0.1836191862821579,6.161498533607812e-10,0.0,0.1836191862821579,0.9829974174499512,1.150938372385113e-10,0.0,-6.26807106218763e-10,-9.458314823356952e-18,1.0,0.0,0.08713078498840332,-1.4507247625417108e-09,-2.4244346190083235e-23,1.0,0.9829974526981784,-0.18361919286635708,6.161498754546236e-10,0.0,0.18361919286635708,0.9829974526981784,1.150938413655351e-10,0.0,-6.268071963076231e-10,-1.0067884818714411e-17,1.0,0.0,0.08713078498840332,-1.4507247625417108e-09,-2.4244346190083235e-23,1.0,6.161500754053861e-10,0.9895312190055847,-0.14431889355182648,1.1509394132191986e-10,0.14431889355182648,0.9895312190055847,1.0,-6.263099483483359e-10,-2.496695385156844e-11
4,10,C_spine_03,3,24|5|30,4,3,0,5.565239935556576e-11,1.2108486890792847,-0.0026077874936163425,5.565239935556576e-11,1.2108486890792847,-0.0026077874936163425,5.5652358637636506e-11,0.08937716484069824,-0.013035277370363474,0.09032273274809424,1.0000001192092896,0.9999999403953552,1.0,-0.4419139623641968,-0.552007257938385,-0.4419139623641968,-0.552007257938385,-90.0,-192.64138793945312,-90.0,5.565239935556576e-11,1.2108486890792847,-0.0026077874936163425,0.9971279501914978,-0.07573654502630234,-1.022690598873055e-09,0.0,0.07573651522397995,0.9971278309822083,-7.767812087999815e-11,0.0,1.025636353624293e-09,-1.3592259949612178e-17,1.0,0.0,0.09032273292541504,-3.677629312193176e-10,-5.696611932893706e-19,1.0,0.9971278637875707,-0.07573653846351878,-1.022690510254053e-09,0.0,0.07573653846351878,0.9971278637875706,-7.767814471531236e-11,0.0,1.0256362776004503e-09,3.3368294528905973e-18,1.0,0.0,0.09032273292541504,-3.677629312193176e-10,-5.696611932893706e-19,1.0,-4.1702699626888773e-10,0.9757590293884277,-0.2188480794429779,8.375031224083784e-11,0.21884803473949432,0.9757589101791382,1.0,3.8858921636020227e-10,-1.7298566745704846e-10
5,3,L_clavicle,4,6,5,1,0,0.05024928227066994,1.3231029510498047,-0.03630411624908447,0.05024928227066994,1.3231029510498047,-0.03630411624908447,0.05024928221501754,0.11225426197052002,-0.03369632875546813,0.12752039940835821,1.0,0.9999999403953552,1.0,-0.7767373323440552,0.07362612336874008,-0.01248304732143879,0.6253820061683655,-102.59512329101562,4.1688971519470215,-7.4889235496521,0.05024928227066994,1.3231029510498047,-0.03630411624908447,-0.11092904210090637,-0.09938253462314606,0.9888467788696289,0.0,0.011079246178269386,-0.9950492978096008,-0.09876309335231781,0.0,0.9937664866447449,-3.6835213990116245e-08,0.11148098111152649,0.0,0.11690746992826462,-0.008312867023050785,0.05024928227066994,1.0,-0.11092903696209742,-0.09938253001923125,0.9888467330611139,0.0,0.0110792399911276,-0.9950493016564437,-0.09876303819872465,0.0,0.9937665717862927,-1.844480879489852e-08,0.11148094366356541,0.0,0.11690746992826462,-0.008312867023050785,0.05024928227066994,1.0,0.9888467788696289,-0.12998968362808228,-0.07269679009914398,-0.09876309335231781,-0.20695391297340393,-0.9733529090881348,0.11148098111152649,0.9696766138076782,-0.21748392283916473
6,7,L_upperarm,5,7|53|57|61|65,6,5,0,0.12675021588802338,1.3130464553833008,-0.04192821681499481,0.12675021588802338,1.3130464553833008,-0.04192821681499481,0.07650093361735344,-0.010056495666503906,-0.005624100565910339,0.07736379293049561,0.9999999403953552,1.0,1.0,0.5474570989608765,-0.3374006748199463,-0.4468175768852234,0.6219369769096375,80.01892852783203,3.987736463546753,-68.04149627685547,0.12675021588802338,1.3130464553833008,-0.04192821681499481,0.49419236183166504,0.22232407331466675,-0.8404439091682434,0.0,0.11269118636846542,-0.9749728441238403,-0.1916472464799881,0.0,-0.8620176911354065,-5.9337157409800056e-08,-0.5068780779838562,0.0,0.07736378908157349,1.6416088488568903e-09,-8.541016782714905e-10,1.0,0.4941923498410803,0.22232406792041978,-0.8404438887765605,0.0,0.11269120986084061,-0.9749728246588806,-0.19164728643209034,0.0,-0.8620177565332696,-1.5823839058515258e-08,-0.5068780794445037,0.0,0.07736378908157349,1.6416088488568903e-09,-8.541016782714905e-10,1.0,0.37302958965301514,-0.9252095222473145,-0.06954294443130493,0.18636062741279602,0.0012899134308099747,0.9824805855751038,-0.9089106917381287,-0.3794543743133545,0.17290380597114563
7,19,L_lowerarm,6,8|54|58|62|66,7,5,0,0.228494331240654,1.0606950521469116,-0.06089608371257782,0.228494331240654,1.0606950521469116,-0.06089608371257782,0.10174411535263062,-0.25235140323638916,-0.018967866897583008,0.2727505741495488,1.0,1.0,1.0,0.508759081363678,-0.40019792318344116,-0.40746068954467773,0.644190788269043,80.6279525756836,-5.7972731590271,-69.54803466796875,0.228494331240654,1.0606950521469116,-0.06089608371257782,0.9851093888282776,0.16282233595848083,0.055213186889886856,0.0,-0.16337773203849792,0.9865472912788391,0.005668827798217535,0.0,-0.053547389805316925,-0.014605025760829449,0.9984585046768188,0.0,0.272750586271286,2.5982343387909168e-08,-8.088384362281431e-08,1.0,0.9851093311741959,0.16282232642921193,0.055213183658504,0.0,-0.1633777248571568,0.9865473041904202,0.005668828372218449,0.0,-0.05354740567037516,-0.014605020054544154,0.9984584962506848,0.0,0.272750586271286,2.5982343387909168e-08,-8.088384362281431e-08,1.0,0.34763476252555847,-0.9321734309196472,0.10100895166397095,0.11775638163089752,0.15028013288974762,0.9816054701805115,-0.9302061796188354,-0.3293457329273224,0.16201196610927582
8,31,L_hand,7,21|9|12|18|15,8,5,0,0.29649868607521057,0.8783431649208069,-0.041136689484119415,0.29649868607521057,0.8783431649208069,-0.041136689484119415,0.06800435483455658,-0.18235188722610474,0.019759394228458405,0.1956201337073,1.0,1.0,0.9999999403953552,-0.7609202265739441,0.636919379234314,-0.022828102111816406,-0.12170866131782532,-189.1507110595703,-10.939825057983398,-78.9831314086914,0.29649868607521057,0.8783431649208069,-0.041136689484119415,0.982760488986969,0.06355121731758118,0.17361749708652496,0.0,-0.17486456036567688,0.014574478380382061,0.9844846129417419,0.0,0.06003480404615402,-0.9978721141815186,0.025436079129576683,0.0,0.19562013447284698,9.559884439624966e-09,3.86829990262072e-09,1.0,0.9827605031234667,0.06355121823173233,0.17361749958392222,0.0,-0.17486456127174646,0.014574478541647217,0.9844846214067942,0.0,0.060034812498667246,-0.9978721497448969,0.025436077758728276,0.0,0.19562013447284698,9.559884439624966e-09,3.86829990262072e-09,1.0,0.1876251995563507,-0.963732898235321,0.1897779405117035,-0.9748464226722717,-0.15904144942760468,0.15614178776741028,-0.1202964261174202,-0.2143004685640335,-0.9693317413330078
9,37,L_index_01,8,10,9,1,0,0.32156357169151306,0.7868511080741882,-0.0009357868111692369,0.32156357169151306,0.7868511080741882,-0.0009357868111692369,0.02506488561630249,-0.09149205684661865,0.04020090267295018,0.10302988659948743,0.9999999403953552,0.9999999403953552,1.0,-0.7382388114929199,0.665951132774353,-0.011439502239227295,-0.10668522119522095,-188.28604125976562,-9.147955894470215,-83.4419937133789,0.32156357169151306,0.7868511080741882,-0.0009357868111692369,0.996577262878418,0.07089442759752274,0.04251744598150253,0.0,-0.07095857709646225,0.997479259967804,-1.0876988199015614e-08,0.0,-0.04241027310490608,-0.0030169847887009382,0.9990957379341125,0.0,0.10050595551729202,-0.0036063427105545998,-0.02237643674015999,1.0,0.9965772658863823,0.07089442781150304,0.042517446109832734,0.0,-0.07095859343639771,0.9974792619486021,-1.15646151013306e-08,0.0,-0.042410271585442194,-0.0030169666474290716,0.999095724531087,0.0,0.10050595551729202,-0.0036063427105545998,-0.02237643674015999,1.0,0.1127571314573288,-0.9808209538459778,0.1589844524860382,-0.9857026934623718,-0.09025542438030243,0.14228183031082153,-0.12520378828048706,-0.1727546900510788,-0.9769748449325562
