ptnum,in1_ptnum,name,parent_idx,child_indices,depth,child_count,is_leaf,P_x,P_y,P_z,pos_root_x,pos_root_y,pos_root_z,vec_parent_x,vec_parent_y,vec_parent_z,bone_len,scale_x,scale_y,scale_z,orient_0,orient_1,orient_2,orient_3,rotate_x,rotate_y,rotate_z,translate_x,translate_y,translate_z,localtransform_0,localtransform_1,localtransform_2,localtransform_3,localtransform_4,localtransform_5,localtransform_6,localtransform_7,localtransform_8,localtransform_9,localtransform_10,localtransform_11,localtransform_12,localtransform_13,localtransform_14,localtransform_15,localtransform_clean_0,localtransform_clean_1,localtransform_clean_2,localtransform_clean_3,localtransform_clean_4,localtransform_clean_5,localtransform_clean_6,localtransform_clean_7,localtransform_clean_8,localtransform_clean_9,localtransform_clean_10,localtransform_clean_11,localtransform_clean_12,localtransform_clean_13,localtransform_clean_14,localtransform_clean_15,transform_0,transform_1,transform_2,transform_3,transform_4,transform_5,transform_6,transform_7,transform_8
0,17,20211201_12_5_l,-1,,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.09999999403953552,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,0.0,0.09999999403953552
1,12,Hips,-1,2|56|61,0,3,0,-0.007357506081461906,1.0430434942245483,0.012681074440479279,-0.007357506081461906,0.04304349422454834,0.012681074440479279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,0.0,0.0,0.09999999403953552,0.0,-0.007357506081461906,1.0430434942245483,0.012681074440479279,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.007357506081461906,1.0430434942245483,0.012681074440479279,1.0,0.09999999403953552,0.0,0.0,0.0,0.09999999403953552,0.0,0.0,0.0,0.09999999403953552
2,11,Spine,1,3,1,1,0,-0.007357506081461906,1.1041661500930786,0.004412931390106678,-0.007357506081461906,0.10416615009307861,0.004412931390106678,0.0,0.06112265586853027,-0.0082681430503726,0.06167934216513826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.595334557675665e-19,0.9909746050834656,-0.13405057787895203,0.0,-1.1627034220743767e-19,0.13405057787895203,0.9909746050834656,0.0,0.0,0.6112266182899475,-0.08268143236637115,1.0,1.0,0.0,0.0,0.0,0.0,0.9909744934254151,-0.13405056277480495,0.0,-0.0,0.13405056277480495,0.9909744934254151,0.0,0.0,0.6112266182899475,-0.08268143236637115,1.0,0.09999999403953552,0.0,0.0,0.0,0.09909745305776596,-0.013405056670308113,0.0,0.013405056670308113,0.09909745305776596
3,8,Spine1,2,4,2,1,0,-0.007357506081461906,1.175475835800171,-0.0052332328632473946,-0.007357506081461906,0.1754758358001709,-0.0052332328632473946,0.0,0.07130968570709229,-0.009646164253354073,0.07195915341669167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1461571446329997e-27,-7.787621760018207e-27,0.0,-4.2976670203438913e-19,1.0,-1.845833708102873e-08,0.0,-5.813518402841591e-20,1.845833708102873e-08,1.0,0.0,0.0,0.719591498374939,6.8761174532028235e-09,1.0,1.0,2.1461571446329997e-27,-7.787621760018207e-27,0.0,-2.146157289077745e-27,0.9999999999999998,-1.8458337081028727e-08,0.0,7.787621720403714e-27,1.845833708102873e-08,1.0,0.0,0.0,0.719591498374939,6.8761174532028235e-09,1.0,0.09999999403953552,0.0,0.0,0.0,0.09909745305776596,-0.013405058532953262,0.0,0.013405058532953262,0.09909745305776596
4,7,Spine2,3,5|8|32,3,3,0,-0.007357506081461906,1.2569725513458252,-0.016257425770163536,-0.007357506081461906,0.2569725513458252,-0.016257425770163536,0.0,0.0814967155456543,-0.011024192906916142,0.08223896566700113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.93219487636647e-35,-3.611118645726067e-35,0.0,-2.1488336394189164e-19,1.0,-4.336808689942018e-17,0.0,-2.9067588783033686e-20,-4.336808689942018e-17,1.0,0.0,0.0,0.8223896026611328,-1.196959829030675e-07,1.0,1.0,-9.93219487636647e-35,-3.611118645726067e-35,0.0,9.62964972193618e-35,1.0,-4.336808689942018e-17,0.0,3.611118645726068e-35,4.336808689942018e-17,1.0,0.0,0.0,0.8223896026611328,-1.196959829030675e-07,1.0,0.09999999403953552,0.0,0.0,0.0,0.09909745305776596,-0.013405058532953262,0.0,0.013405058532953262,0.09909745305776596
5,2,Neck,4,6,4,1,0,-0.007357506081461906,1.3486565351486206,-0.028659638017416,-0.007357506081461906,0.3486565351486206,-0.028659638017416,0.0,0.09168398380279541,-0.012402212247252464,0.09251901293559692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0425927910528503e-20,9.990008891819233e-20,0.0,-1.1526998357882843e-19,0.9909743666648865,0.13405056297779083,0.0,-6.6836577196228936e-21,-0.13405056297779083,0.9909743666648865,0.0,0.0,0.9251900911331177,1.5234260786201048e-07,1.0,1.0,-2.0425927910528503e-20,9.990008891819233e-20,0.0,6.849908673938391e-21,0.9909744911206197,0.13405057981310128,0.0,-1.0173654725823729e-19,-0.1340505798131013,0.99097449112062,0.0,0.0,0.9251900911331177,1.5234260786201048e-07,1.0,0.09999999403953552,0.0,0.0,0.0,0.09999999403953552,5.551114792253538e-18,0.0,-5.551114792253538e-18,0.09999999403953552
6,1,Head,5,7,5,1,0,-0.007357506081461906,1.4166455268859863,-0.02710714004933834,-0.007357506081461906,0.41664552688598633,-0.02710714004933834,0.0,0.06798899173736572,0.0015524979680776596,0.06800671472291887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.864748592100637e-35,-1.8055593228630336e-35,0.0,8.131516810629166e-19,1.0,-1.7347208910373929e-18,0.0,-1.8055593228630336e-35,0.0,1.0,0.0,0.0,0.679889976978302,0.01552498061209917,1.0,1.0,-9.864748592100637e-35,-1.8055593228630336e-35,0.0,9.62964972193618e-35,1.0,-1.7347208910373929e-18,0.0,1.8055593228630336e-35,1.7347208910373929e-18,1.0,0.0,0.0,0.679889976978302,0.01552498061209917,1.0,0.09999999403953552,0.0,0.0,0.0,0.09999999403953552,5.551114792253538e-18,0.0,-5.551114792253538e-18,0.09999999403953552
7,0,HeadTop_End,6,,6,0,1,-0.007357506081461906,1.5708043575286865,-0.02358699031174183,-0.007357506081461906,0.5708043575286865,-0.02358699031174183,0.0,0.1541588306427002,0.003520149737596512,0.1541990159478971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4684275430472016e-34,6.018531076210112e-36,0.0,4.065758405314583e-19,1.0,-8.673604455186964e-19,0.0,0.0,6.162975822039155e-33,1.0,0.0,0.0,1.5415884256362915,0.03520150110125542,1.0,1.0,-1.4684275430472016e-34,6.018531076210112e-36,0.0,1.4444474582904269e-34,1.0,-8.673604455186964e-19,0.0,-6.018531076210112e-36,8.673604455186964e-19,1.0,0.0,0.0,1.5415884256362915,0.03520150110125542,1.0,0.09999999403953552,0.0,0.0,0.0,0.09999999403953552,5.551114792253538e-18,0.0,-5.551114792253538e-18,0.09999999403953552
8,4,LeftShoulder,4,9,4,1,0,0.02852265164256096,1.3226220607757568,-0.034308940172195435,0.02852265164256096,0.32262206077575684,-0.034308940172195435,0.035880157724022865,0.06564950942993164,-0.0180515144020319,0.07696168513551536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23834393918514252,-0.00406694645062089,-0.9711723327636719,0.0,0.8127700686454773,-0.5482037663459778,-0.1971733719110489,0.0,-0.5315984487533569,-0.8363348245620728,0.1339665651321411,0.0,0.35880160331726074,0.6747680306434631,-0.09088235348463058,1.0,-0.238343930446816,-0.004066946301515752,-0.9711722971578958,0.0,0.8127701168807041,-0.548203795730756,-0.19717336395192514,0.0,-0.5315984461272343,-0.836334896016047,0.1339665397811623,0.0,0.35880160331726074,0.6747680306434631,-0.09088235348463058,1.0,-0.023834392428398132,-0.01342164445668459,-0.09618617594242096,0.08127701282501221,-0.05696871876716614,-0.012190675362944603,-0.05315984785556793,-0.08108282089233398,0.024486862123012543
9,6,LeftArm,8,10,5,1,0,0.10385201871395111,1.2698222398757935,-0.04560753330588341,0.10385201871395111,0.26982223987579346,-0.04560753330588341,0.07532936707139015,-0.05279982089996338,-0.011298593133687973,0.09268221424440112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988361597061157,-3.659465974692466e-08,-0.04823257401585579,0.0,0.024561695754528046,0.8606280088424683,0.5086415410041809,0.0,0.04151027649641037,-0.5092341303825378,0.8596263527870178,0.0,-9.118991783907404e-08,0.9268221259117126,-5.805260911984078e-07,1.0,0.998836132171871,-3.659465873814428e-08,-0.048232572686260855,0.0,0.02456170736242718,0.8606279814152883,0.5086415241960573,0.0,0.04151028305587986,-0.5092342070256521,0.8596263250945589,0.0,-9.118991783907404e-08,0.9268221259117126,-5.805260911984078e-07,1.0,-0.021242620423436165,-0.009495189413428307,-0.09725529700517654,0.042324554175138474,-0.0906006246805191,-0.0003990975092165172,-0.08807600289583206,-0.0412476472556591,0.023264743387699127
